ID,Title,Link,Scriptable,Statement,ScriptAvailable
CloudFront.1,CloudFront distributions should have a default root object configured,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-1,,,FALSE
CloudFront.2,CloudFront distributions should have origin access identity enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-2,,,FALSE
CloudFront.3,CloudFront distributions should require encryption in transit,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-3,,,FALSE
CloudFront.4,CloudFront distributions should have origin failover configured,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-4,,,FALSE
CloudFront.5,CloudFront distributions should have logging enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-5,Y,Review all CloudFront distributions and enable logging if needed.,TRUE
CloudFront.6,CloudFront distributions should have WAF enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-6,,,FALSE
CloudFront.7,CloudFront distributions should use custom SSL/TLS certificates,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-7,,,FALSE
CloudFront.8,CloudFront distributions should use SNI to serve HTTPS requests,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-8,Y,Ensure that CloudFront distributions are configured to use SNI for serving HTTPS requests.,TRUE
CloudFront.9,CloudFront distributions should encrypt traffic to custom origins,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-9,Y,Review CloudFront distributions and enable encryption of traffic to custom origins if needed.,TRUE
CloudFront.10,CloudFront distributions should not use deprecated SSL protocols between edge locations and custom origins,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-10,,,FALSE
CloudFront.12,CloudFront distributions should not point to non-existent S3 origins,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudfront-controls.html#cloudfront-12,Y,Review all CloudFront distributions and ensure they are not pointing to non-existent S3 origins.,TRUE
CloudTrail.1,CloudTrail should be enabled and configured with at least one multi-Region trail that includes read and write management events,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudtrail-controls.html#cloudtrail-1,Y,Check to ensure CloudTrail is enabled and properly configured with a multi-Region trail that captures read and write management events.,TRUE
CloudTrail.2,CloudTrail should have encryption at-rest enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudtrail-controls.html#cloudtrail-2,Y,Review CloudTrail and enable encryption at-rest if needed.,TRUE
CloudTrail.3,CloudTrail should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudtrail-controls.html#cloudtrail-3,Y,Review CloudTrail and enable if not already enabled.,TRUE
CloudTrail.4,CloudTrail log file validation should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudtrail-controls.html#cloudtrail-4,Y,Review CloudTrail log file settings and turn on log file validation if needed.,TRUE
CloudTrail.5,CloudTrail trails should be integrated with Amazon CloudWatch Logs,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudtrail-controls.html#cloudtrail-5,,,FALSE
CloudTrail.6,Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudtrail-controls.html#cloudtrail-6,,,FALSE
CloudTrail.7,Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudtrail-controls.html#cloudtrail-7,,,FALSE
CloudWatch.1,"A log metric filter and alarm should exist for usage of the ""root"" user",https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-1,,,FALSE
CloudWatch.2,Ensure a log metric filter and alarm exist for unauthorized API calls,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-2,,,FALSE
CloudWatch.3,Ensure a log metric filter and alarm exist for Management Console sign-in without MFA,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-3,,,FALSE
CloudWatch.4,Ensure a log metric filter and alarm exist for IAM policy changes,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4,,,FALSE
CloudWatch.5,Ensure a log metric filter and alarm exist for CloudTrail configuration changes,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-5,,,FALSE
CloudWatch.6,Ensure a log metric filter and alarm exist for AWS Management Console authentication failures,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-6,,,FALSE
CloudWatch.7,Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created CMKs,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-7,,,FALSE
CloudWatch.8,Ensure a log metric filter and alarm exist for S3 bucket policy changes,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-8,,,FALSE
CloudWatch.9,Ensure a log metric filter and alarm exist for AWS Config configuration changes,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-9,,,FALSE
CloudWatch.10,Ensure a log metric filter and alarm exist for security group changes,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-10,,,FALSE
CloudWatch.11,Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL),https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-11,,,FALSE
CloudWatch.12,Ensure a log metric filter and alarm exist for changes to network gateways,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-12,,,FALSE
CloudWatch.13,Ensure a log metric filter and alarm exist for route table changes,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-13,,,FALSE
CloudWatch.14,Ensure a log metric filter and alarm exist for VPC changes,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-14,,,FALSE
CloudWatch.15,CloudWatch alarms should have an action configured for the ALARM state,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-15,,,FALSE
CloudWatch.16,CloudWatch log groups should be retained for at least 1 year,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-16,,,FALSE
CloudWatch.17,CloudWatch alarm actions should be activated,https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-17,,,FALSE
CodeBuild.1,CodeBuild GitHub or Bitbucket source repository URLs should use OAuth,https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html#codebuild-1,,,FALSE
CodeBuild.2,CodeBuild project environment variables should not contain clear text credentials,https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html#codebuild-2,,,FALSE
CodeBuild.3,CodeBuild S3 logs should be encrypted,https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html#codebuild-3,Y,Ensure that all CodeBuild S3 logs are encrypted to protect sensitive information.,TRUE
CodeBuild.4,CodeBuild project environments should have a logging configuration,https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html#codebuild-4,,,FALSE
CodeBuild.5,CodeBuild project environments should not have privileged mode enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html#codebuild-5,Y,Check all CodeBuild project environments and disable privileged mode if it is enabled.,TRUE
Config.1,AWS Config should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/config-controls.html#config-1,Y,Review AWS Config and turn it on if needed,TRUE
DMS.1,Database Migration Service replication instances should not be public,https://docs.aws.amazon.com/securityhub/latest/userguide/dms-controls.html#dms-1,,,FALSE
DynamoDB.1,DynamoDB tables should automatically scale capacity with demand,https://docs.aws.amazon.com/securityhub/latest/userguide/dynamodb-controls.html#dynamodb-1,,,FALSE
DynamoDB.2,DynamoDB tables should have point-in-time recovery enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/dynamodb-controls.html#dynamodb-2,Y,Review all DynamoDB tables and enable point-in-time recovery if needed.,TRUE
DynamoDB.3,DynamoDB Accelerator (DAX) clusters should be encrypted at rest,https://docs.aws.amazon.com/securityhub/latest/userguide/dynamodb-controls.html#dynamodb-3,Y,Review all DAX clusters and enable encryption at rest if needed.,TRUE
DynamoDB.4,DynamoDB tables should be covered by a backup plan,https://docs.aws.amazon.com/securityhub/latest/userguide/dynamodb-controls.html#dynamodb-4,,,FALSE
EC2.1,EBS snapshots should not be publicly restorable,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-1,Y,Review all EBS snapshots and disable public restore if enabled.,TRUE
EC2.2,The VPC default security group should not allow inbound and outbound traffic,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-2,Y,Review the VPC default security group and ensure that inbound and outbound traffic is not allowed.,TRUE
EC2.3,Attached EBS volumes should be encrypted at-rest,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-3,Y,Review all attached EBS volumes and enable encryption at-rest if needed.,TRUE
EC2.4,Stopped EC2 instances should be removed after a specified time period,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-4,Y,Implement a script or automation to terminate EC2 instances after a specified time period of being stopped.,TRUE
EC2.6,VPC flow logging should be enabled in all VPCs,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-6,Y,Review all VPCs and enable flow logging if not already enabled.,TRUE
EC2.7,EBS default encryption should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-7,Y,Check EBS settings and make sure default encryption is turned on.,TRUE
EC2.8,EC2 instances should use Instance Metadata Service Version 2 (IMDSv2),https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-8,,,TRUE
EC2.9,EC2 instances should not have a public IPv4 address,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-9,,,FALSE
EC2.10,Amazon EC2 should be configured to use VPC endpoints that are created for the Amazon EC2 service,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-10,Y,Review Amazon EC2 configuration and configure VPC endpoints for EC2 service.,TRUE
EC2.12,Unused EC2 EIPs should be removed,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-12,Y,Review all EC2 instances and release any unused EIPs.,TRUE
EC2.13,Security groups should not allow ingress from 0.0.0.0/0 to port 22,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-13,Y,Check all security groups and ensure that port 22 is not open to incoming traffic from 0.0.0.0/0.,TRUE
EC2.14,Ensure no security groups allow ingress from 0.0.0.0/0 to port 3389,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-14,Y,Review all security groups and remove any inbound rules that allow traffic from 0.0.0.0/0 to port 3389.,TRUE
EC2.15,EC2 subnets should not automatically assign public IP addresses,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-15,Y,Disable automatic public IP address assignment for all EC2 subnets.,TRUE
EC2.16,Unused Network Access Control Lists should be removed,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-16,Y,Review all Network Access Control Lists and remove any that are not in use.,TRUE
EC2.17,EC2 instances should not use multiple ENIs,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-17,Y,Review all EC2 instances and remove any additional ENIs that are not necessary to reduce the attack surface.,TRUE
EC2.18,Security groups should only allow unrestricted incoming traffic for authorized ports,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-18,Y,Review all security groups and ensure that only authorized ports have unrestricted incoming traffic allowed.,TRUE
EC2.19,Security groups should not allow unrestricted access to ports with high risk,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-19,Y,Review all security groups and ensure that ports with high risk are not open to unrestricted access.,TRUE
EC2.20,Both VPN tunnels for an AWS Site-to-Site VPN connection should be up,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-20,Y,Check the AWS Site-to-Site VPN connection and bring both VPN tunnels up.,TRUE
EC2.21,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-21,Y,Review network ACLs and remove any inbound rules that allow connections from 0.0.0.0/0 to port 22 or port 3389.,TRUE
EC2.22,Unused EC2 security groups should be removed,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-22,Y,Review all EC2 security groups and remove any that are not in use.,TRUE
EC2.23,EC2 Transit Gateways should not automatically accept VPC attachment requests,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-23,Y,Review EC2 Transit Gateway settings to ensure that VPC attachment requests are not automatically accepted.,TRUE
EC2.24,EC2 paravirtual instance types should not be used,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-24,Y,Review all EC2 instances and switch to HVM instance types if needed to avoid using paravirtual instance types.,TRUE
EC2.25,EC2 launch templates should not assign public IPs to network interfaces,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-25,,,FALSE
EC2.28,EBS volumes should be covered by a backup plan,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-28,,,FALSE
EC2.29,EC2 instances should be launched in a VPC,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-29,,,FALSE
ECR.1,ECR private repositories should have image scanning configured,https://docs.aws.amazon.com/securityhub/latest/userguide/ecr-controls.html#ecr-1,,,FALSE
ECR.2,ECR private repositories should have tag immutability configured,https://docs.aws.amazon.com/securityhub/latest/userguide/ecr-controls.html#ecr-2,,,FALSE
ECR.3,ECR repositories should have at least one lifecycle policy configured,https://docs.aws.amazon.com/securityhub/latest/userguide/ecr-controls.html#ecr-3,,,FALSE
ECS.1,Amazon ECS task definitions should have secure networking modes and user definitions.,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-1,,,FALSE
ECS.2,ECS services should not have public IP addresses assigned to them automatically,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-2,,,FALSE
ECS.3,ECS task definitions should not share the host's process namespace,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-3,,,FALSE
ECS.4,ECS containers should run as non-privileged,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-4,,,FALSE
ECS.5,ECS containers should be limited to read-only access to root filesystems,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-5,,,TRUE
ECS.8,Secrets should not be passed as container environment variables,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-8,,,FALSE
ECS.10,ECS Fargate services should run on the latest Fargate platform version,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-10,Y,Make sure all ECS Fargate services are running on the latest platform version available.,TRUE
ECS.12,ECS clusters should use Container Insights,https://docs.aws.amazon.com/securityhub/latest/userguide/ecs-controls.html#ecs-12,Y,Review all ECS clusters and enable Container Insights if not already enabled.,TRUE
EFS.1,Elastic File System should be configured to encrypt file data at-rest using AWS KMS,https://docs.aws.amazon.com/securityhub/latest/userguide/efs-controls.html#efs-1,Y,Review Elastic File System configurations and enable encryption at-rest using AWS KMS if not already enabled.,TRUE
EFS.2,Amazon EFS volumes should be in backup plans,https://docs.aws.amazon.com/securityhub/latest/userguide/efs-controls.html#efs-2,Y,Include all Amazon EFS volumes in backup plans for disaster recovery purposes.,TRUE
EFS.3,EFS access points should enforce a root directory,https://docs.aws.amazon.com/securityhub/latest/userguide/efs-controls.html#efs-3,Y,Review all EFS access points and configure them to enforce a root directory.,TRUE
EFS.4,EFS access points should enforce a user identity,https://docs.aws.amazon.com/securityhub/latest/userguide/efs-controls.html#efs-4,Y,Review all EFS access points and configure them to enforce user identity.,TRUE
EKS.1,EKS cluster endpoints should not be publicly accessible,https://docs.aws.amazon.com/securityhub/latest/userguide/eks-controls.html#eks-1,Y,Ensure that EKS cluster endpoints are not accessible outside of the private network.,TRUE
EKS.2,EKS clusters should run on a supported Kubernetes version,https://docs.aws.amazon.com/securityhub/latest/userguide/eks-controls.html#eks-2,Y,Ensure that all EKS clusters are running on a version of Kubernetes that is officially supported by AWS.,TRUE
ElastiCache.1,ElastiCache Redis clusters should have automatic backup enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-1,Y,Check all ElastiCache Redis clusters and enable automatic backup if not already enabled.,TRUE
ElastiCache.2,ElastiCache for Redis cache clusters should have auto minor version upgrades enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-2,Y,Review ElastiCache for Redis cache clusters to ensure auto minor version upgrades are enabled.,TRUE
ElastiCache.3,ElastiCache replication groups should have automatic failover enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-3,Y,Review all ElastiCache replication groups and enable automatic failover if needed.,TRUE
ElastiCache.4,ElastiCache replication groups should have encryption-at-rest enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-4,Y,Check all ElastiCache replication groups and enable encryption-at-rest as necessary.,TRUE
ElastiCache.5,ElastiCache replication groups should have encryption-in-transit enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-5,Y,Review all ElastiCache replication groups and enable encryption-in-transit if needed.,TRUE
ElastiCache.6,ElastiCache replication groups of earlier Redis versions should have Redis AUTH enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-6,Y,Review all ElastiCache replication groups of earlier Redis versions and enable Redis AUTH if needed.,TRUE
ElastiCache.7,ElastiCache clusters should not use the default subnet group,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticache-controls.html#elasticache-7,Y,"When creating an ElastiCache cluster, create a custom subnet group and do not use the default one.",TRUE
ElasticBeanstalk.1,Elastic Beanstalk environments should have enhanced health reporting enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticbeanstalk-controls.html#elasticbeanstalk-1,Y,Review Elastic Beanstalk environments and enable enhanced health reporting.,TRUE
ElasticBeanstalk.2,Elastic Beanstalk managed platform updates should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elasticbeanstalk-controls.html#elasticbeanstalk-2,Y,Review Elastic Beanstalk settings to ensure that managed platform updates are enabled.,TRUE
ELB.1,Application Load Balancer should be configured to redirect all HTTP requests to HTTPS,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-1,Y,Review the ALB configuration and set up redirection of all HTTP requests to HTTPS.,TRUE
ELB.2,Classic Load Balancers with SSL/HTTPS listeners should use a certificate provided by AWS Certificate Manager,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-2,Y,Check SSL/HTTPS listeners on Classic Load Balancers and use certificates from AWS Certificate Manager if not already in use.,TRUE
ELB.3,Classic Load Balancer listeners should be configured with HTTPS or TLS termination,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-3,Y,Review all Classic Load Balancer listeners and configure HTTPS or TLS termination if not already enabled.,TRUE
ELB.4,Application Load Balancer should be configured to drop http headers,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-4,Y,Review the Application Load Balancer settings and configure it to drop http headers.,TRUE
ELB.5,Application and Classic Load Balancers logging should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-5,Y,Review all Application and Classic Load Balancers and enable logging if needed.,TRUE
ELB.6,Application Load Balancer deletion protection should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-6,Y,Review all Application Load Balancers and enable deletion protection if not already enabled.,TRUE
ELB.7,Classic Load Balancers should have connection draining enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-7,Y,Review all Classic Load Balancers and turn on connection draining if needed.,TRUE
ELB.8,Classic Load Balancers with SSL listeners should use a predefined security policy that has strong configuration,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-8,,,FALSE
ELB.9,Classic Load Balancers should have cross-zone load balancing enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-9,,,FALSE
ELB.10,Classic Load Balancer should span multiple Availability Zones,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-10,,,FALSE
ELB.12,Application Load Balancer should be configured with defensive or strictest desync mitigation mode,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-12,Y,Ensure that the Application Load Balancer is configured with defensive or strictest desync mitigation mode.,TRUE
ELB.13,"Application, Network and Gateway Load Balancers should span multiple Availability Zones",https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-13,,,FALSE
ELB.14,Classic Load Balancer should be configured with defensive or strictest desync mitigation mode,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-14,Y,Review Classic Load Balancer configuration and enable defensive or strictest desync mitigation mode if needed.,TRUE
ELB.16,Application Load Balancers should be associated with an AWS WAF web ACL,https://docs.aws.amazon.com/securityhub/latest/userguide/elb-controls.html#elb-16,Y,Review all Application Load Balancers and associate them with an AWS WAF web ACL if not already done.,TRUE
EMR.1,Amazon Elastic MapReduce cluster master nodes should not have public IP addresses,https://docs.aws.amazon.com/securityhub/latest/userguide/emr-controls.html#emr-1,Y,Review all Amazon Elastic MapReduce cluster master nodes and remove any public IP addresses.,TRUE
ES.1,Elasticsearch domains should have encryption at-rest enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-1,Y,Review all Elasticsearch domains and enable encryption at-rest if needed.,TRUE
ES.2,Elasticsearch domains should be in a VPC,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-2,,,FALSE
ES.3,Elasticsearch domains should encrypt data sent between nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-3,Y,Review all Elasticsearch domains and ensure that data is encrypted when sent between nodes.,TRUE
ES.4,Elasticsearch domain error logging to CloudWatch Logs should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-4,Y,Review Elasticsearch domain configuration and enable error logging to CloudWatch Logs if needed.,TRUE
ES.5,Elasticsearch domains should have audit logging enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-5,Y,Review all Elasticsearch domains and enable audit logging if needed.,TRUE
ES.6,Elasticsearch domains should have at least three data nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-6,,,FALSE
ES.7,Elasticsearch domains should be configured with at least three dedicated master nodes,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-7,,,FALSE
ES.8,Connections to Elasticsearch domains should be encrypted using TLS 1.2,https://docs.aws.amazon.com/securityhub/latest/userguide/es-controls.html#es-8,Y,Ensure that all connections to Elasticsearch domains are encrypted using TLS 1.2 protocol.,TRUE
GuardDuty.1,GuardDuty should be enabled,https://docs.aws.amazon.com/securityhub/latest/userguide/guardduty-controls.html#guardduty-1,Y,Review GuardDuty and enable it if needed.,TRUE
IAM.1,"IAM policies should not allow full ""*"" administrative privileges",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-1,,,FALSE
IAM.2,IAM users should not have IAM policies attached,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-2,,,FALSE
IAM.3,IAM users' access keys should be rotated every 90 days or less,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-3,,,FALSE
IAM.4,IAM root user access key should not exist,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-4,,,FALSE
IAM.5,MFA should be enabled for all IAM users that have a console password,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-5,,,FALSE
IAM.6,Hardware MFA should be enabled for the root user,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-6,,,FALSE
